,Unnamed: 0,ID,EXPECTED_RESULT,EXPECTED_TEXT,IDEA,TYPE,PATH,UUID,AGE_RANGE,FIRST_LANGUAGE,GENDER,TRANSCRIPTION,TRANSCRIPTION_STRING,TRANS_CONFIDENCE
519,519,go_forward,1,go forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_go_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852efdb0>,but for,-8.508441782748069
520,520,right,1,right,5,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852efdf0>,it,-6.8820199421898565
521,521,drive_right,1,drive right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_drive_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852efe30>,i fright,-15.30655367626678
522,522,fright,0,fright,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_fright.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852efe70>,i,-10.227135220106508
523,523,right_hander,0,right-hander,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_right_hander.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852efeb0>,i tend up,-28.373786452178678
524,524,backwardness,0,backwardness,7,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_backwardness.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852efef0>,back of us,-4.2291848615105145
525,525,move_right,1,move right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_move_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eff30>,more fried,-21.562089436150075
526,526,don_t_go_left,0,don't go left,6,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_don_t_go_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852eff70>,no go,2.464174877963522
527,527,rightmost,0,rightmost,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_rightmost.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852effb0>,right now,-9.839625607926116
528,528,don_t_go_right,0,don't go right,6,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_don_t_go_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0030>,dear,-2.2734751006240685
529,529,left_right,0,left right,0,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_left_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0070>,left tried,-27.267047283164842
530,530,straightforward,0,straightforward,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_straightforward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f00b0>,straight forward,-10.43761580988815
531,531,bad_word,0,bad word,9,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_bad_word.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f00f0>,that of,-20.65380059484201
532,532,go_right,1,go right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_go_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0130>,go it,-10.4609304381148
533,533,your_word,0,your word,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_your_word.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0170>,a year at,-10.634640423066841
534,534,manufactured,0,manufactured,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_manufactured.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f01b0>,manufacture,-6.34196112758049
535,535,forward,1,forward,5,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f01f0>,for a,-16.903826791582844
536,536,drive_ahead,0,drive ahead,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_drive_ahead.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0230>,i had,-5.8887065405041525
537,537,stop,1,stop,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_stop.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0270>,stop,-15.51278514663738
538,538,right_away,0,right away,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_right_away.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f02b0>,right lady,-17.453162973330834
539,539,move_left,1,move left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_move_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f02f0>,more left,-17.617288765378518
540,540,go_left,1,go left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_go_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0330>,though less,-18.444078764353634
541,541,air_fright,0,air fright,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_air_fright.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0370>,have i,-10.84769892897959
542,542,placard,0,placard,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_placard.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f03b0>,no hat,-10.760449547069861
543,543,drawback,0,drawback,1,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_drawback.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f03f0>,bet,-10.221834953602372
544,544,drive_forward,1,drive forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_drive_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0430>,drive for out,-27.894284737630336
545,545,go_on,1,go on,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_go_on.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0470>,go on,-8.21225222096524
546,546,don_t_go_forward,0,don't go forward,6,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_don_t_go_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f04b0>,don't go for a,-23.574668990534505
547,547,wright,0,wright,2,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_wright.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f04f0>,right,-17.905086660111376
548,548,left_hander,0,left-hander,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_left_hander.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0530>,less than no,-16.475733813546967
549,549,do_a_barrel_roll,1,do a barrel roll,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_do_a_barrel_roll.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0570>,the door aldred,-8.310172889431449
550,550,forwardness,0,forwardness,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_forwardness.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f05b0>,all of this,-16.464891789441754
551,551,clefting,0,clefting,2,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_clefting.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f05f0>,let,-12.008477323471698
552,552,theft,0,theft,8,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_theft.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0630>,i,-10.242332020338441
553,553,don_t_go_backward,0,don't go backward,6,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_don_t_go_backward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0670>,and colbert,7.477216584753641
554,554,move_backward,1,move backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_move_backward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f06b0>,move back a,-24.077541672547234
555,555,turn_right,0,turn right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_turn_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f06f0>,can drive,-9.692795040052715
556,556,scan_right,0,scan right,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_scan_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0730>,scandit,-20.555504352107235
557,557,turn_left,1,turn left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_turn_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0770>,don left,-15.594067850779169
558,558,move_forward,1,move forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_move_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f07b0>,more to,-15.679786624353781
559,559,go_back,1,go back,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_go_back.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f07f0>,the back,-16.491591923695022
560,560,turn_left,1,turn left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_turn_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0830>,turn left,-13.136343321740085
561,561,right,1,right,5,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0870>,ride,-14.72979623896034
562,562,stop,1,stop,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_stop.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f08b0>,stop,-16.021650503082693
563,563,go_forward,1,go forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_go_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f08f0>,go forward,-17.266728515347445
564,564,move_forward,1,move forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_move_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0930>,both forward,-12.45797755836584
565,565,drawback,0,drawback,1,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_drawback.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0970>,true back,-14.82631283447224
566,566,drive_left,1,drive left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_drive_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f09b0>,dry the left,-21.69682941506189
567,567,write,0,write,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_write.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f09f0>,right,-16.604989671433398
568,568,grith,0,girth,1,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_grith.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0a30>,girls,-10.777344411866046
569,569,forward,1,forward,5,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_forward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0a70>,forward,-14.301723151096553
570,570,don_t_go_right,0,don't go right,6,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_don_t_go_right.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0ab0>,don't go right,-18.822658753443974
571,571,right_left,0,right left,0,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_right_left.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0af0>,right left,-17.06914145087005
572,572,go_backward,1,go backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_go_backward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0b30>,go back at,-21.104195004107154
573,573,don_t_go_backward,0,don't go backward,6,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_don_t_go_backward.wav,67088833-d730-45ad-b54d-cd27254d6022_2020-08-21_08-31-15,34-37,german,male,<Swig Object of type 'Metadata *' at 0x1852f0b70>,don't go back what,-22.62333422935759
