,Unnamed: 0,Unnamed: 0.1,ID,EXPECTED_RESULT,EXPECTED_TEXT,IDEA,TYPE,PATH,UUID,AGE_RANGE,FIRST_LANGUAGE,GENDER,TRANSCRIPTION,TRANSCRIPTION_STRING,TRANS_CONFIDENCE,RESULT
652,652,652,bad_word,0,bad word,9,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_bad_word.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male,<Swig Object of type 'Metadata *' at 0x17ebe63b0>,beth work,-21.50478065663064,0
653,653,653,theft,0,theft,8,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_theft.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male,<Swig Object of type 'Metadata *' at 0x17ebe63f0>,if,-14.890087066493425,0
654,654,654,move_backward,1,move backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_move_backward.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6430>,peter,-1.4976215360155756,0
655,655,655,move_left,1,move left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_move_left.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6470>,modest,-11.277761241606171,0
656,656,656,fright,0,fright,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_fright.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male,<Swig Object of type 'Metadata *' at 0x17ebe64b0>,fright,-17.718990675370282,1
657,657,657,drive_forward,1,drive forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_drive_forward.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male,<Swig Object of type 'Metadata *' at 0x17ebe64f0>,the forward,-13.035954761719914,0
658,658,658,turn_right,0,turn right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_turn_right.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6530>,turn rose,-17.349201216727213,0
659,659,659,go_away,1,go away,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_go_away.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6570>,go away,-14.28236028048466,1
660,660,660,scan_right,0,scan right,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_scan_right.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male,<Swig Object of type 'Metadata *' at 0x17ebe65b0>,can ride,-10.907957515343085,0
661,661,661,turn_left,1,turn left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_turn_left.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male,<Swig Object of type 'Metadata *' at 0x17ebe65f0>,turn it,-12.010403300190994,0
662,662,662,go_on,1,go on,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_go_on.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6630>,the one,-15.000886064353141,0
663,663,663,go_backward,1,go backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_go_backward.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6670>,go back,-15.781177626388205,0
664,664,664,move_forward,1,move forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_move_forward.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male,<Swig Object of type 'Metadata *' at 0x17ebe66b0>,well forward,-14.173435077588964,0
665,665,665,backward,1,backward,5,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_backward.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male,<Swig Object of type 'Metadata *' at 0x17ebe66f0>,backward,-11.493670655599436,1
666,666,666,drive_right,1,drive right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_drive_right.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6730>,try right,-14.05359735367675,0
667,667,667,leftmost,0,leftmost,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_leftmost.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6770>,let me,-10.785694795093434,0
668,668,668,grith,0,girth,1,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47/23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47_grith.wav,23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe67b0>,gass,-18.263398955456246,0
669,669,669,right,1,right,5,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47/23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47_right.wav,23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe67f0>,right,-16.251938962662646,1
670,670,670,go_forward,1,go forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47/23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47_go_forward.wav,23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6830>,go forward,-10.6265078732576,1
671,671,671,left,1,left,5,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47/23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47_left.wav,23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6870>,he left,-15.661974410204115,0
672,672,672,drive_backward,1,drive backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47/23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47_drive_backward.wav,23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe68b0>,drive back at,-22.97563146368585,0
673,673,673,go_on,1,go on,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47/23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47_go_on.wav,23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe68f0>,go on,-13.204693875170562,1
674,674,674,bad_word,0,bad word,9,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47/23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47_bad_word.wav,23d04e41-664a-41d2-932a-eff18b0a1ce2_2020-08-20_08-11-47,18-21,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6930>,the word,-9.65682661122797,0
675,675,675,leftmost,0,leftmost,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_leftmost.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6970>,left most,-27.133827757267284,0
676,676,676,backward,1,backward,5,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_backward.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe69b0>,pabo,-7.841621836639238,0
677,677,677,turn_left,1,turn left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_turn_left.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe69f0>,to test,-11.700611090171163,0
678,678,678,theft,0,theft,8,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_theft.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6a30>,as,-12.042194894959536,0
679,679,679,wright,0,wright,2,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_wright.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6a70>,right,-16.49590029689116,0
680,680,680,go_away,1,go away,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_go_away.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6ab0>,go away,-13.556493485898475,1
681,681,681,turn_right,0,turn right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_turn_right.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6af0>,corrie,-1.3235864222745732,0
682,682,682,scan_right,0,scan right,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_scan_right.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6b30>,scan rides,-29.47019401518014,0
683,683,683,don_t_go_left,0,don't go left,6,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_don_t_go_left.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6b70>,don't go lest,-32.54058858907617,0
684,684,684,don_t_go_backward,0,don't go backward,6,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_don_t_go_backward.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6bb0>,don't go backward,-19.099417809979926,1
685,685,685,drive_backward,1,drive backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_drive_backward.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6bf0>,drive back was,-24.37701954715539,0
686,686,686,air_fright,0,air fright,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_air_fright.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6c30>,right,-9.951956414902638,0
687,687,687,bad_word,0,bad word,9,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_bad_word.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6c70>,bad road,-15.87896415426183,0
688,688,688,move_forward,1,move forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_move_forward.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6cb0>,move forward,-16.502783583473857,1
689,689,689,drive_right,1,drive right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_drive_right.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6cf0>,drive right,-19.714823694801826,1
690,690,690,right_away,0,right away,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_right_away.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6d30>,riverway,-23.66525557434484,0
691,691,691,forward,1,forward,5,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_forward.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6d70>,forward,-13.877100615390987,1
692,692,692,move_left,1,move left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_move_left.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6db0>,molested,-13.870816360211926,0
693,693,693,go_on,1,go on,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_go_on.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6df0>,go on,-14.75099619374356,1
694,694,694,don_t_go_right,0,don't go right,6,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_don_t_go_right.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6e30>,don't go rid,-26.00754119157395,0
695,695,695,go_backward,1,go backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_go_backward.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6e70>,go back for,-14.416642071180306,0
696,696,696,stop,1,stop,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_stop.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6eb0>,stop,-15.793568799896658,1
697,697,697,go_right,1,go right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_go_right.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6ef0>,a right,-15.262001267672204,0
698,698,698,do_a_barrel_roll,1,do a barrel roll,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_do_a_barrel_roll.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6f30>,do a very raw,-20.69101804746927,0
699,699,699,go_left,1,go left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_go_left.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6f70>,go lest,-26.729894394364237,0
700,700,700,left_right,0,left right,0,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_left_right.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe6fb0>,left right,-18.36201433424224,1
701,701,701,your_word,0,your word,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_your_word.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe7030>,you are ,-6.991537393190428,0
702,702,702,move_right,1,move right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_move_right.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe7070>,right,-13.802640580857224,0
703,703,703,rightmost,0,rightmost,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_rightmost.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe70b0>,ride more,-19.584719306755407,0
704,704,704,forwardness,0,forwardness,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_forwardness.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe70f0>,forward not,-20.80373320957029,0
705,705,705,move_backward,1,move backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_move_backward.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe7130>,one backward,-7.196314547779032,0
706,706,706,placard,0,placard,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44/4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44_placard.wav,4b0769e5-cd9b-437f-be63-63b84d160a78_2020-08-19_20-10-44,26-29,german,male,<Swig Object of type 'Metadata *' at 0x17ebe7170>,the car,-14.524387963145006,0
