,ID,EXPECTED_RESULT,EXPECTED_TEXT,IDEA,TYPE,PATH,UUID,AGE_RANGE,FIRST_LANGUAGE,GENDER
520,right,1,right,5,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_right.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
521,drive_right,1,drive right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_drive_right.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
522,fright,0,fright,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_fright.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
523,right_hander,0,right-hander,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_right_hander.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
524,backwardness,0,backwardness,7,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_backwardness.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
525,move_right,1,move right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_move_right.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
526,don_t_go_left,0,don't go left,6,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_don_t_go_left.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
527,rightmost,0,rightmost,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_rightmost.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
528,don_t_go_right,0,don't go right,6,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_don_t_go_right.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
529,left_right,0,left right,0,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_left_right.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
530,straightforward,0,straightforward,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_straightforward.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
531,bad_word,0,bad word,9,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_bad_word.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
532,go_right,1,go right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_go_right.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
533,your_word,0,your word,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_your_word.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
534,manufactured,0,manufactured,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_manufactured.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
535,forward,1,forward,5,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_forward.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
536,drive_ahead,0,drive ahead,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_drive_ahead.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
537,stop,1,stop,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_stop.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
538,right_away,0,right away,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_right_away.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
539,move_left,1,move left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_move_left.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
540,go_left,1,go left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_go_left.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
541,air_fright,0,air fright,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_air_fright.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
542,placard,0,placard,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_placard.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
543,drawback,0,drawback,1,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_drawback.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
544,drive_forward,1,drive forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_drive_forward.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
545,go_on,1,go on,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_go_on.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
546,don_t_go_forward,0,don't go forward,6,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_don_t_go_forward.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
547,wright,0,wright,2,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_wright.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
548,left_hander,0,left-hander,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_left_hander.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
549,do_a_barrel_roll,1,do a barrel roll,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_do_a_barrel_roll.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
550,forwardness,0,forwardness,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_forwardness.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
551,clefting,0,clefting,2,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_clefting.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
552,theft,0,theft,8,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_theft.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
553,don_t_go_backward,0,don't go backward,6,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_don_t_go_backward.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
554,move_backward,1,move backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_move_backward.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
555,turn_right,0,turn right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_turn_right.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
556,scan_right,0,scan right,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_scan_right.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
557,turn_left,1,turn left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_turn_left.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
558,move_forward,1,move forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_move_forward.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
559,go_back,1,go back,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40/187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40_go_back.wav,187a3ebf-0c59-48cb-b0a0-7fdf8a00c819_2020-08-19_20-04-40,38-41,russian,female
560,turn_left,1,turn left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_turn_left.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
561,right,1,right,5,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_right.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
562,stop,1,stop,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_stop.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
563,go_forward,1,go forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_go_forward.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
564,move_forward,1,move forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_move_forward.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
565,drawback,0,drawback,1,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_drawback.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
566,drive_left,1,drive left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_drive_left.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
567,write,0,write,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_write.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
568,grith,0,girth,1,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_grith.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
569,forward,1,forward,5,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_forward.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
570,don_t_go_right,0,don't go right,6,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_don_t_go_right.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
571,right_left,0,right left,0,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_right_left.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
572,go_backward,1,go backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_go_backward.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
573,don_t_go_backward,0,don't go backward,6,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_don_t_go_backward.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
574,go_away,1,go away,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_go_away.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
575,wright,0,wright,2,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_wright.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
576,move_right,1,move right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_move_right.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
577,clefting,0,clefting,2,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_clefting.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
578,drive_right,1,drive right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_drive_right.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
579,move_left,1,move left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_move_left.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
580,don_t_go_left,0,don't go left,6,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_don_t_go_left.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
581,drive_backward,1,drive backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_drive_backward.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
582,left_right,0,left right,0,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_left_right.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
583,your_word,0,your word,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_your_word.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
584,manufactured,0,manufactured,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_manufactured.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
